call_ns,return_ns,client_id,op,key,value,output
116129,121589,3,PUT,k19,olive,
116367,125223,6,GET,k5,,fig
117510,123532,4,GET,k14,,kiwi
118784,123303,5,PUT,k15,walnut,
123776,131277,0,PUT,k6,elder,
123962,131756,1,GET,k10,,NotFound
124762,132539,2,DELETE,k16,,
125383,133376,3,GET,k11,,jam
126066,133991,4,GET,k17,,walnut
126372,130817,5,GET,k20,,ham
126551,131748,6,GET,k2,,yam
130262,137770,7,PUT,k12,nectar,
130515,136251,8,GET,k7,,NotFound
131223,138274,5,PUT,k8,walnut,
133558,141969,0,PUT,k1,kiwi,
134812,142906,1,GET,k4,,ice
135467,143145,2,DELETE,k3,,
138972,147055,3,PUT,k14,vanilla,
139261,145344,4,PUT,k19,elder,
140187,148254,5,PUT,k13,cherry,
140472,145057,6,GET,k9,,ugli
140593,145239,7,GET,k15,,walnut
140771,149427,8,PUT,k18,yam,
142884,147562,0,PUT,k5,kiwi,
146245,152116,1,GET,k20,,ham
148533,154778,0,PUT,k16,raisin,
148965,156539,2,PUT,k10,xigua,
149133,156321,3,PUT,k2,vanilla,
150216,156536,4,PUT,k6,apple,
150923,158471,5,PUT,k11,yam,
153305,161497,1,GET,k17,,walnut
155326,159694,0,GET,k7,,NotFound
155816,162909,6,PUT,k12,date,
156725,162176,2,GET,k8,,walnut
160955,166531,0,GET,k3,,NotFound
161734,167570,1,GET,k4,,ice
161855,169837,3,DELETE,k1,,
161904,170100,4,GET,k19,,elder
162891,168577,2,PUT,k9,peach,
164249,171397,5,GET,k5,,kiwi
164499,172729,6,DELETE,k15,,
164851,171615,7,GET,k14,,vanilla
165638,171208,8,GET,k13,,cherry
166970,174800,0,PUT,k18,tomato,
167652,173013,1,GET,k20,,ham
170925,176955,2,DELETE,k16,,
173942,178591,1,GET,k10,,xigua
174339,179375,3,GET,k2,,vanilla
176064,184525,0,PUT,k6,tomato,
177008,185931,2,DELETE,k11,,
178033,182629,4,GET,k8,,walnut
178156,182693,5,PUT,k7,elder,
179227,185343,1,PUT,k12,ugli,
179435,184924,3,PUT,k17,jam,
183011,190143,4,PUT,k3,straw,
183961,188928,5,GET,k9,,peach
184883,193206,0,PUT,k4,peach,
187842,193889,1,DELETE,k19,,
187869,195299,2,GET,k5,,kiwi
188159,195348,3,GET,k20,,ham
188284,195492,6,PUT,k14,lemon,
188864,196077,7,PUT,k13,ugli,
189101,196537,5,PUT,k1,kiwi,
190976,196984,4,GET,k15,,NotFound
192652,197464,8,PUT,k16,raisin,
193850,201027,0,PUT,k18,peach,
196815,204632,1,GET,k10,,xigua
198757,205523,2,GET,k2,,vanilla
198954,204347,3,GET,k7,,elder
199525,208225,4,GET,k8,,walnut
200863,208035,5,DELETE,k6,,
202239,210904,0,GET,k11,,NotFound
203378,211365,6,GET,k17,,jam
205037,212037,1,GET,k12,,ugli
205654,213051,2,GET,k3,,straw
208502,213554,3,GET,k9,,peach
208960,213805,4,DELETE,k4,,
211332,219224,0,GET,k5,,kiwi
211899,217613,5,PUT,k20,raisin,
212705,220935,1,GET,k13,,ugli
212759,219098,6,PUT,k19,ice,
213746,222352,2,PUT,k14,lemon,
214605,222783,3,PUT,k1,walnut,
214996,221735,4,PUT,k15,vanilla,
217248,223554,7,PUT,k16,kiwi,
217276,222759,8,GET,k18,,peach
219734,228238,0,GET,k7,,elder
220439,227077,5,GET,k10,,xigua
223253,229385,1,PUT,k6,raisin,
224759,229738,2,GET,k2,,vanilla
226368,231480,3,PUT,k8,vanilla,
227081,232657,4,GET,k11,,NotFound
227134,231336,5,DELETE,k17,,
230276,238655,0,GET,k12,,ugli
231125,239224,1,PUT,k3,cherry,
232431,240895,2,PUT,k4,lemon,
232790,236872,3,GET,k9,,peach
235375,239418,4,GET,k5,,kiwi
236851,241523,5,DELETE,k20,,
237684,243260,3,GET,k13,,ugli
237880,246283,6,GET,k14,,lemon
238043,243529,7,GET,k1,,walnut
238517,246056,8,GET,k18,,peach
238524,247122,9,PUT,k19,raisin,
240552,246266,0,PUT,k15,date,
241321,246442,1,DELETE,k16,,
244639,249960,2,GET,k6,,raisin
245059,249572,3,GET,k7,,elder
245212,253850,4,GET,k10,,xigua
246104,254931,5,GET,k2,,vanilla
249531,255983,0,PUT,k11,apple,
250629,255443,1,DELETE,k8,,
251294,257405,2,PUT,k17,ham,
255749,260456,1,GET,k5,,kiwi
256398,261830,0,GET,k3,,cherry
256786,264767,3,GET,k9,,peach
257200,261246,4,GET,k12,,ugli
258545,266778,2,GET,k13,,ugli
258947,267869,5,GET,k20,,raisin
259205,267193,6,GET,k1,,walnut
260461,266749,1,DELETE,k4,,
261771,268744,4,GET,k18,,peach
263830,270945,0,GET,k14,,lemon
264029,271609,7,PUT,k16,straw,
265818,273396,3,GET,k15,,date
266538,273532,8,GET,k6,,raisin
266804,272645,1,GET,k19,,elder
268250,276987,2,GET,k7,,elder
273095,280635,0,GET,k2,,vanilla
273468,281812,1,GET,k10,,xigua
274145,281288,3,DELETE,k17,,
274441,282747,4,PUT,k8,apple,
274595,282738,5,GET,k11,,apple
278138,286027,2,PUT,k12,xigua,
278167,282431,6,GET,k5,,kiwi
281409,288492,0,PUT,k3,zucchini,
283315,290598,1,PUT,k20,banana,
283348,291613,3,PUT,k4,banana,
283366,289817,4,DELETE,k13,,
283989,291433,5,GET,k9,,peach
284338,289731,6,GET,k1,,walnut
285439,289879,7,PUT,k18,tomato,
287428,296147,2,GET,k14,,lemon
289031,293678,0,DELETE,k16,,
290039,294864,4,DELETE,k6,,
290295,298334,6,PUT,k19,straw,
292373,296690,1,GET,k15,,date
293542,300824,3,GET,k7,,elder
296143,301257,0,GET,k2,,vanilla
297871,303780,1,GET,k10,,xigua
298235,303434,2,PUT,k5,nectar,
298936,307749,4,PUT,k11,tomato,
299645,307947,5,DELETE,k8,,
301207,308017,3,GET,k17,,jam
302873,311770,0,GET,k12,,xigua
304922,312252,1,GET,k18,,tomato
306510,311076,2,DELETE,k3,,
307107,314960,6,PUT,k13,yam,
307168,314382,7,GET,k4,,banana
307474,314234,8,GET,k1,,walnut
309435,317852,3,PUT,k20,ham,
309707,317799,4,GET,k9,,peach
310701,319345,5,PUT,k16,yam,
310981,319934,9,PUT,k6,ugli,
312294,316745,0,PUT,k15,lemon,
314615,320046,1,GET,k14,,lemon
316183,323659,2,GET,k19,,straw
319249,324568,0,GET,k10,,xigua
319982,324150,3,GET,k2,,vanilla
320228,327976,1,GET,k5,,nectar
320488,328043,4,PUT,k7,cherry,
324365,329666,2,PUT,k11,fig,
327022,333768,0,PUT,k8,elder,
327145,335866,3,PUT,k17,banana,
328500,333502,1,PUT,k3,peach,
328650,333917,4,GET,k12,,xigua
328674,337645,5,GET,k18,,tomato
332310,337432,2,GET,k13,,yam
332629,337454,6,PUT,k15,vanilla,
332711,340385,7,DELETE,k4,,
333324,338867,8,GET,k9,,peach
333774,340978,0,PUT,k1,cherry,
334787,343083,1,GET,k16,,vanilla
335764,341979,4,GET,k6,,ugli
336615,344580,3,GET,k20,,ham
337727,343573,2,PUT,k14,xigua,
341572,349618,0,GET,k19,,straw
342013,349697,4,GET,k2,,vanilla
342977,351148,5,PUT,k10,zucchini,
346500,352145,1,GET,k5,,nectar
347424,354415,2,GET,k7,,cherry
349003,354384,3,GET,k11,,fig
350676,358795,0,GET,k3,,peach
351021,359410,4,GET,k17,,banana
351350,360303,5,PUT,k8,tomato,
353471,359287,1,GET,k18,,tomato
353824,360641,6,PUT,k12,peach,
355369,362228,2,GET,k9,,peach
356293,360785,3,GET,k4,,NotFound
356333,363534,7,DELETE,k15,,
356578,364319,8,GET,k1,,cherry
356846,364049,9,PUT,k13,tomato,
357972,362574,10,GET,k6,,ugli
361305,368343,0,PUT,k16,kiwi,
361503,369887,1,GET,k14,,xigua
362132,366887,3,GET,k20,,ham
368392,374880,0,GET,k2,,vanilla
368620,373081,2,GET,k19,,straw
369786,378779,3,GET,k10,,zucchini
370026,375797,1,GET,k7,,cherry
370460,374948,4,GET,k5,,nectar
371287,379371,5,GET,k11,,fig
375898,381317,0,PUT,k17,elder,
376826,383824,1,GET,k18,,tomato
378712,384902,2,DELETE,k8,,
378754,385393,4,GET,k3,,peach
379103,385798,3,PUT,k9,lemon,
379284,385908,6,DELETE,k12,,
380147,388434,5,PUT,k15,olive,
380454,387998,7,GET,k4,,NotFound
380532,384997,8,GET,k6,,ugli
381676,386711,0,GET,k13,,tomato
382494,391189,9,PUT,k1,date,
382973,390420,10,GET,k20,,ham
386827,391112,0,GET,k16,,kiwi
389670,398446,1,GET,k14,,xigua
390409,395651,2,DELETE,k5,,
391531,399129,0,GET,k7,,cherry
392884,397713,3,DELETE,k19,,
393394,397625,4,PUT,k2,cherry,
395343,400116,5,GET,k11,,fig
396013,404988,2,PUT,k10,elder,
397955,404349,3,DELETE,k17,,
400842,407959,0,GET,k3,,peach
400938,408757,1,PUT,k12,date,
402084,409042,4,GET,k6,,ugli
402669,410608,5,PUT,k8,olive,
403650,409827,6,PUT,k18,ugli,
403736,408986,7,GET,k13,,tomato
404195,412195,8,GET,k9,,lemon
406569,414806,2,PUT,k4,straw,
407770,411855,3,PUT,k15,ham,
408257,414087,0,GET,k16,,kiwi
408942,413075,1,DELETE,k1,,
409399,415320,4,GET,k20,,ham
411588,419367,5,GET,k5,,NotFound
413752,419268,1,PUT,k14,ugli,
413924,422196,3,PUT,k2,ugli,
414479,422861,0,DELETE,k7,,
415818,424360,2,PUT,k19,peach,
417595,423046,4,GET,k11,,fig
420807,428899,1,PUT,k17,xigua,
421913,428293,5,GET,k10,,elder
423381,432181,0,PUT,k3,straw,
424616,431664,2,GET,k13,,tomato
425107,431171,3,GET,k6,,ugli
426515,434235,4,GET,k12,,date
427053,432980,6,DELETE,k8,,
428153,435396,7,PUT,k9,walnut,
429505,434833,1,DELETE,k18,,
429623,438425,5,PUT,k1,elder,
431228,440134,3,GET,k20,,ham
431355,437023,8,PUT,k15,elder,
431495,439277,9,DELETE,k16,,
432726,437986,0,DELETE,k4,,
435106,440206,1,PUT,k5,peach,
437851,444649,2,GET,k14,,ugli
438179,446265,0,GET,k11,,fig
439857,448090,4,GET,k2,,ugli
440412,444667,1,GET,k7,,NotFound
440508,448868,3,GET,k19,,peach
444053,451349,5,PUT,k17,straw,
444726,452988,1,GET,k10,,elder
448569,455557,0,GET,k13,,tomato
448816,453248,2,PUT,k8,zucchini,
449535,454294,3,PUT,k6,zucchini,
449678,455623,4,GET,k12,,date
450362,456807,6,DELETE,k3,,
450996,457937,7,PUT,k9,vanilla,
452358,460748,5,GET,k18,,ugli
454147,461124,1,GET,k1,,elder
454865,460115,2,GET,k15,,elder
455543,462483,3,PUT,k5,date,
457026,462128,0,PUT,k4,xigua,
458607,465479,4,GET,k20,,ham
458712,464475,6,PUT,k16,ham,
461372,465663,1,PUT,k7,apple,
463401,468300,0,GET,k14,,ugli
464584,470478,2,GET,k11,,fig
466254,474297,1,GET,k19,,peach
467306,475865,3,DELETE,k2,,
467489,474057,4,GET,k17,,straw
469933,477351,0,GET,k10,,elder
470810,476935,2,DELETE,k12,,
471423,479678,5,GET,k6,,zucchini
471428,479016,6,GET,k13,,tomato
472473,477650,7,PUT,k8,peach,
472687,480500,8,PUT,k3,ham,
476173,484818,1,GET,k15,,elder
476229,483111,3,DELETE,k1,,
477112,484188,2,DELETE,k9,,
477129,485395,4,GET,k18,,NotFound
478721,484454,0,GET,k4,,xigua
481083,486773,5,GET,k5,,date
481942,490245,6,GET,k7,,apple
483218,487801,3,PUT,k16,jam,
483451,491528,7,GET,k14,,ugli
484589,490250,0,PUT,k20,ice,
489859,496103,1,PUT,k19,banana,
490004,495902,2,GET,k11,,fig
491990,498804,0,PUT,k2,peach,
493026,499244,3,PUT,k12,straw,
493030,501807,4,PUT,k10,banana,
494053,502124,5,PUT,k17,fig,
494476,498645,6,GET,k13,,tomato
495672,500003,7,GET,k8,,peach
499214,504191,0,PUT,k6,ugli,
499988,507311,1,PUT,k1,nectar,
500027,505632,2,PUT,k9,yam,
500198,506857,3,PUT,k3,elder,
501160,509904,6,GET,k15,,elder
501430,505737,7,PUT,k4,cherry,
503732,509658,4,GET,k5,,date
504301,512799,0,PUT,k18,ice,
504520,510304,5,GET,k16,,jam
506052,510467,2,PUT,k7,ice,
506678,511145,7,GET,k14,,ugli
508366,515043,1,PUT,k20,cherry,
513454,518419,0,GET,k19,,banana
514439,519077,2,DELETE,k11,,
515737,523763,1,PUT,k12,date,
516152,521357,3,GET,k8,,peach
516675,525300,4,DELETE,k13,,
517901,522759,5,GET,k2,,peach
519965,528451,0,PUT,k10,elder,
521524,529291,2,GET,k17,,fig
522738,527472,3,PUT,k9,walnut,
522739,528444,6,DELETE,k4,,
523573,528563,5,GET,k6,,ugli
523844,531492,1,PUT,k3,apple,
526669,534773,4,PUT,k1,ice,
526684,534880,7,PUT,k16,raisin,
527382,533509,8,DELETE,k15,,
528122,534589,3,GET,k18,,ice
528191,534988,9,DELETE,k5,,
528840,536710,0,PUT,k7,ugli,
529433,533946,2,DELETE,k14,,
532928,538020,1,PUT,k20,raisin,
534436,539890,2,GET,k19,,banana
536274,542334,3,PUT,k11,tomato,
537727,544998,0,PUT,k8,lemon,
540256,545560,1,GET,k12,,date
540643,547843,2,PUT,k13,tomato,
542227,549249,4,PUT,k2,nectar,
543463,550479,3,GET,k9,,walnut
543968,550984,5,GET,k10,,elder
544045,551351,6,PUT,k4,nectar,
546264,552614,0,GET,k6,,ugli
546607,551769,1,PUT,k17,date,
548670,556268,2,DELETE,k3,,
549024,556684,7,GET,k15,,NotFound
550262,556618,4,GET,k1,,ice
550287,555068,8,PUT,k14,ham,
551159,555891,3,PUT,k5,apple,
551942,558269,1,PUT,k18,xigua,
552342,557418,5,PUT,k16,ice,
554858,561592,0,PUT,k7,walnut,
555919,560758,3,GET,k20,,raisin
558935,565861,1,PUT,k19,walnut,
561462,570034,2,PUT,k8,jam,
561935,568368,0,PUT,k11,ugli,
562542,570889,3,PUT,k12,lemon,
565620,570490,4,DELETE,k13,,
566091,574761,1,GET,k2,,nectar
566562,570651,5,GET,k4,,nectar
566911,572467,6,GET,k9,,walnut
567687,573536,7,GET,k17,,date
569799,574903,0,GET,k10,,elder
570140,577740,2,GET,k6,,ugli
570969,577358,3,GET,k5,,apple
571152,577902,4,GET,k14,,ham
571833,576569,5,PUT,k15,ham,
574986,580497,0,PUT,k16,raisin,
575671,581582,1,GET,k1,,ice
575878,584559,6,GET,k3,,NotFound
576262,583389,7,PUT,k20,tomato,
576457,580700,8,PUT,k18,straw,
578086,585401,2,GET,k7,,walnut
582044,589003,0,GET,k19,,walnut
585547,591480,1,GET,k11,,ugli
586893,592497,2,PUT,k13,elder,
586915,592332,3,PUT,k12,olive,
587074,595240,4,PUT,k8,yam,
588142,592677,5,GET,k9,,walnut
589027,595664,0,GET,k4,,nectar
591281,598101,6,GET,k10,,elder
592546,597306,1,PUT,k2,fig,
593326,601190,2,DELETE,k17,,
593817,601924,3,GET,k15,,ham
594461,600554,5,DELETE,k14,,
594664,598707,7,GET,k6,,ugli
595039,602321,8,GET,k5,,apple
596224,604651,0,GET,k18,,straw
597817,602479,1,PUT,k16,xigua,
599066,606886,4,GET,k20,,tomato
601039,609002,5,GET,k1,,ice
602377,608412,2,PUT,k3,peach,
603912,608763,1,GET,k7,,walnut
604563,610322,3,GET,k19,,walnut
607720,613393,0,DELETE,k11,,
609597,616884,1,GET,k12,,olive
609980,617354,2,DELETE,k13,,
611136,618810,3,PUT,k9,grape,
611736,619716,4,PUT,k8,straw,
614473,619400,0,GET,k6,,ugli
614532,622679,5,GET,k2,,fig
615144,619389,6,GET,k4,,nectar
617536,623090,1,PUT,k14,mango,
617556,623700,2,PUT,k15,lemon,
617917,622968,7,GET,k10,,elder
618854,623473,3,PUT,k17,raisin,
620141,627069,0,GET,k18,,straw
620786,627706,4,GET,k16,,xigua
624478,628834,1,GET,k7,,walnut
625456,630715,2,GET,k1,,ice
626137,632363,3,GET,k20,,tomato
627143,635247,0,GET,k3,,peach
628240,632872,4,PUT,k19,lemon,
629950,634022,1,PUT,k11,jam,
634368,641995,1,PUT,k13,walnut,
636365,644251,0,GET,k12,,olive
637388,645052,2,GET,k9,,grape
638813,642855,3,GET,k8,,straw
639112,645604,4,GET,k10,,elder
640107,647730,5,PUT,k14,apple,
640149,647189,6,DELETE,k17,,
642066,649859,1,DELETE,k15,,
642767,648894,7,GET,k18,,straw
644634,652058,0,PUT,k16,olive,
649763,657122,2,GET,k11,,jam
651454,656361,1,DELETE,k19,,
651768,658817,3,DELETE,k20,,
659712,666838,0,GET,k12,,olive
661814,668355,1,GET,k13,,walnut
662377,668041,2,GET,k17,,NotFound
662918,667214,3,GET,k14,,apple
664011,669276,4,GET,k10,,elder
664485,672917,5,PUT,k18,apple,
667632,672638,0,GET,k15,,NotFound
670735,676035,1,GET,k16,,olive
674897,679344,0,GET,k19,,NotFound
676414,684430,1,GET,k20,,NotFound
685476,693571,0,GET,k17,,NotFound
689697,694052,1,GET,k18,,apple
697947,703373,0,GET,k19,,NotFound
704063,708686,0,GET,k20,,NotFound
