call_ns,return_ns,client_id,op,key,value,output
111603,115718,5,GET,k9,,walnut
112511,121385,6,GET,k10,,tomato
113776,119582,0,PUT,k7,ugli,
113796,120337,1,PUT,k18,banana,
114167,121937,7,GET,k5,,elder
115716,122977,8,GET,k14,,tomato
116479,120915,5,GET,k19,,ham
120446,126077,0,PUT,k6,xigua,
121517,126033,1,PUT,k20,apple,
122572,126979,2,GET,k16,,zucchini
124370,131759,3,GET,k15,,yam
125095,130935,4,PUT,k11,mango,
126057,131632,1,GET,k1,,raisin
127579,132450,0,PUT,k2,nectar,
127948,133096,2,GET,k3,,ham
128704,137451,5,PUT,k13,olive,
128724,133923,6,GET,k17,,xigua
134492,139052,0,PUT,k12,banana,
135093,140129,1,PUT,k9,olive,
135935,141227,2,PUT,k4,fig,
137970,142834,3,GET,k8,,ham
138547,143603,4,GET,k18,,banana
138581,144378,5,GET,k7,,ugli
139162,147274,0,PUT,k19,peach,
139801,146301,6,GET,k5,,elder
140237,145791,1,PUT,k14,walnut,
141047,147411,7,DELETE,k10,,
142284,146484,2,DELETE,k6,,
142647,148876,8,PUT,k16,yam,
144782,149084,3,PUT,k20,ham,
146864,154644,1,PUT,k11,raisin,
147201,151576,2,GET,k1,,raisin
149535,157250,0,PUT,k15,olive,
149894,158052,3,DELETE,k2,,
151019,156635,4,DELETE,k17,,
151552,157055,5,PUT,k3,ham,
155439,160515,1,PUT,k13,grape,
155975,162329,2,GET,k12,,banana
157376,161748,0,PUT,k9,cherry,
159816,168266,3,GET,k4,,fig
161385,168352,1,PUT,k8,straw,
161613,169183,4,GET,k7,,ugli
161791,169516,0,GET,k14,,walnut
161862,167867,5,PUT,k6,vanilla,
163165,168991,2,GET,k5,,elder
163477,168171,6,PUT,k18,kiwi,
165337,171268,7,DELETE,k19,,
166008,171026,8,PUT,k10,yam,
166487,172138,9,PUT,k20,fig,
167505,174978,10,PUT,k16,tomato,
168442,174812,1,GET,k1,,raisin
170606,175867,0,GET,k11,,raisin
173056,181990,2,GET,k17,,NotFound
174336,182125,3,PUT,k3,apple,
175516,182923,1,PUT,k15,tomato,
176253,182670,0,DELETE,k13,,
177194,185727,4,GET,k9,,cherry
178040,183669,5,PUT,k2,ham,
179192,183932,6,GET,k12,,banana
184184,189766,0,DELETE,k5,,
185266,191003,1,GET,k14,,walnut
185707,194285,2,DELETE,k18,,
185744,194077,3,GET,k4,,fig
186759,191355,4,GET,k6,,vanilla
187118,192371,5,DELETE,k8,,
187496,193130,6,PUT,k20,cherry,
188161,192398,7,PUT,k7,ham,
189431,194099,8,PUT,k19,vanilla,
189865,196356,0,GET,k10,,yam
190465,196372,9,GET,k1,,raisin
193956,202929,1,PUT,k16,raisin,
194949,201339,2,GET,k11,,raisin
198242,202859,0,PUT,k17,straw,
198701,205261,3,GET,k15,,tomato
199171,203788,4,GET,k3,,apple
199921,206984,5,DELETE,k2,,
200346,207749,6,GET,k13,,NotFound
202487,207293,2,DELETE,k12,,
203120,208154,0,GET,k9,,cherry
208030,214719,1,GET,k5,,NotFound
208473,215058,0,PUT,k20,lemon,
209141,217684,2,DELETE,k4,,
210085,217480,3,GET,k6,,vanilla
210583,217336,4,GET,k7,,ham
210894,215068,5,GET,k14,,walnut
210938,216380,6,PUT,k8,ice,
212170,218009,7,DELETE,k19,,
212199,219312,8,PUT,k1,apple,
212370,219060,9,PUT,k18,ugli,
214653,220883,10,GET,k10,,yam
219310,227357,0,GET,k17,,straw
220507,226746,1,GET,k11,,raisin
221550,228942,2,GET,k16,,raisin
222418,230926,3,PUT,k3,ham,
223116,230750,4,PUT,k12,vanilla,
223307,231725,5,PUT,k2,peach,
223757,230317,6,PUT,k15,vanilla,
224187,229831,7,PUT,k13,mango,
227175,232015,1,GET,k9,,cherry
230482,237214,0,DELETE,k14,,
232001,236569,2,PUT,k5,lemon,
232598,240820,1,GET,k20,,lemon
233239,239849,3,GET,k19,,NotFound
235106,243418,4,GET,k18,,ugli
235136,239984,5,PUT,k4,straw,
235648,241000,6,GET,k7,,ham
235654,241866,7,PUT,k8,fig,
236589,244303,2,PUT,k1,walnut,
237195,242787,8,GET,k6,,vanilla
239982,248405,0,PUT,k10,fig,
245149,253101,1,GET,k11,,raisin
245913,254331,2,PUT,k13,straw,
246157,254775,3,PUT,k17,jam,
246179,251944,4,DELETE,k16,,
246728,251142,5,GET,k3,,ham
247112,253565,6,PUT,k12,ugli,
247115,255817,7,PUT,k9,lemon,
247405,254471,8,PUT,k15,olive,
251069,255073,0,GET,k2,,peach
253855,260731,1,GET,k5,,lemon
254209,259240,4,PUT,k14,peach,
255660,262406,0,PUT,k19,jam,
256084,262250,2,GET,k4,,straw
259082,267530,3,PUT,k20,quince,
259183,266651,5,GET,k18,,ugli
259828,264873,4,PUT,k7,elder,
260932,268981,1,GET,k6,,vanilla
261274,269234,6,PUT,k8,xigua,
262291,267623,2,PUT,k1,raisin,
267450,275036,0,GET,k10,,fig
268802,273178,2,DELETE,k12,,
270570,274690,1,GET,k3,,ham
270721,278606,3,PUT,k15,apple,
271141,276073,4,GET,k16,,NotFound
271969,277965,5,PUT,k11,quince,
272328,280676,6,GET,k13,,straw
273146,280991,7,GET,k9,,lemon
274522,282199,2,GET,k17,,jam
274979,281634,1,GET,k2,,peach
278195,283071,0,PUT,k4,tomato,
278602,283729,4,PUT,k19,quince,
278865,284546,3,GET,k14,,peach
279904,287178,5,GET,k5,,lemon
284248,288468,0,GET,k7,,elder
285655,292565,1,GET,k1,,raisin
285816,292780,2,GET,k18,,ugli
286408,292483,3,PUT,k20,quince,
287254,293252,4,GET,k6,,vanilla
288042,295610,5,PUT,k8,yam,
290454,296390,0,GET,k3,,ham
290694,299593,6,PUT,k10,fig,
290835,295294,7,PUT,k12,banana,
293900,301421,1,PUT,k16,fig,
294155,298902,2,GET,k15,,apple
296706,305221,0,PUT,k11,apple,
299042,305392,2,PUT,k19,fig,
299786,306018,3,PUT,k13,apple,
299912,307520,4,PUT,k9,nectar,
300108,308648,5,GET,k14,,peach
300636,304795,6,GET,k2,,peach
301823,308470,1,GET,k17,,jam
302603,307876,7,GET,k4,,tomato
306570,313282,0,GET,k5,,lemon
306695,315543,2,GET,k7,,elder
307782,313347,3,PUT,k20,mango,
307929,314899,4,GET,k18,,ugli
309281,315468,1,GET,k1,,raisin
309460,313505,5,DELETE,k6,,
312697,319633,6,GET,k12,,banana
312752,320081,7,PUT,k3,ice,
314601,319364,0,GET,k15,,apple
314919,322458,3,GET,k10,,fig
315463,321661,4,PUT,k8,jam,
317329,323649,1,GET,k16,,fig
320711,327684,0,PUT,k2,zucchini,
321405,328547,2,PUT,k11,raisin,
322365,328470,4,DELETE,k13,,
324262,329398,1,PUT,k19,zucchini,
325107,331415,3,PUT,k4,straw,
325311,330821,5,DELETE,k9,,
325345,334148,6,PUT,k14,mango,
326059,331295,7,GET,k17,,jam
328508,333452,0,PUT,k5,nectar,
329378,336860,2,PUT,k6,fig,
330690,337614,1,DELETE,k20,,
331052,340042,4,GET,k1,,raisin
332429,337905,3,PUT,k18,fig,
335166,339388,0,GET,k7,,elder
337703,345231,1,DELETE,k12,,
337901,342692,2,GET,k15,,apple
339059,347002,3,PUT,k3,grape,
339301,345312,5,GET,k8,,jam
340098,349043,0,GET,k10,,fig
343507,351493,2,PUT,k16,kiwi,
345108,354018,4,GET,k11,,raisin
345203,351164,6,PUT,k2,tomato,
346241,352309,1,PUT,k9,lemon,
347417,353834,3,PUT,k13,ice,
348240,355914,5,PUT,k19,ice,
349897,354456,0,PUT,k17,tomato,
350591,356053,7,DELETE,k5,,
350917,356825,8,GET,k14,,mango
351369,357094,6,PUT,k4,ice,
353005,359724,1,PUT,k20,mango,
353652,359092,2,PUT,k6,jam,
354659,361458,0,GET,k18,,fig
355075,362586,3,GET,k7,,elder
356443,364818,4,DELETE,k1,,
360744,365809,1,PUT,k15,peach,
361021,367305,2,GET,k8,,jam
361423,367423,5,PUT,k12,date,
363753,371038,0,PUT,k3,xigua,
366094,370305,1,PUT,k10,jam,
366638,372611,3,GET,k2,,tomato
370809,377335,1,GET,k16,,kiwi
370957,375606,2,GET,k19,,ice
371222,376156,0,PUT,k9,ice,
371608,376551,4,GET,k13,,ice
373181,378299,3,GET,k11,,raisin
373297,380919,5,GET,k17,,tomato
374516,379724,6,PUT,k14,xigua,
374902,380569,7,GET,k4,,ice
375809,381983,2,GET,k5,,NotFound
376962,381981,0,DELETE,k20,,
378335,386140,1,GET,k6,,jam
378697,386479,3,GET,k7,,elder
380441,386013,4,DELETE,k18,,
381823,387161,5,GET,k1,,NotFound
385366,389857,0,PUT,k15,olive,
385997,391994,2,GET,k8,,jam
386053,391928,4,GET,k10,,jam
386518,391866,1,DELETE,k3,,
386774,394149,3,DELETE,k12,,
390761,396857,0,GET,k19,,ice
391691,398973,5,GET,k9,,ice
392258,396903,1,GET,k2,,tomato
392707,398513,2,GET,k16,,kiwi
393870,400133,4,PUT,k11,tomato,
395387,400003,3,DELETE,k13,,
397296,402184,0,GET,k5,,NotFound
397731,405871,1,PUT,k4,ham,
398399,404649,6,PUT,k17,lemon,
399606,403629,2,PUT,k14,raisin,
399995,407574,5,PUT,k20,apple,
401551,410117,3,PUT,k6,jam,
402868,407994,0,PUT,k18,yam,
402967,407378,4,GET,k7,,elder
405947,413055,1,PUT,k1,nectar,
409661,418261,0,GET,k15,,olive
409970,413987,2,PUT,k3,peach,
410800,419468,3,PUT,k8,mango,
411640,420449,4,GET,k10,,jam
412604,420585,5,DELETE,k2,,
413623,418847,1,GET,k19,,ice
413785,419260,6,PUT,k12,quince,
416156,422004,2,GET,k13,,NotFound
416750,425659,7,GET,k16,,kiwi
418001,422607,8,GET,k9,,ice
418532,425316,0,PUT,k11,ugli,
420900,426085,1,GET,k14,,raisin
422071,429630,2,PUT,k5,fig,
424263,428895,3,GET,k18,,yam
424493,428953,4,GET,k17,,lemon
424509,431614,5,GET,k7,,elder
424873,430930,6,GET,k4,,ham
425850,433452,0,GET,k20,,apple
427158,432152,1,GET,k6,,jam
430266,438828,2,GET,k1,,nectar
432185,438357,1,GET,k3,,peach
435618,441825,0,GET,k10,,jam
435652,441086,3,DELETE,k12,,
436151,444514,4,PUT,k2,raisin,
437862,444562,5,GET,k15,,olive
438342,447329,6,DELETE,k19,,
439467,446571,1,GET,k8,,mango
440259,448824,2,GET,k13,,NotFound
441107,445169,3,PUT,k16,cherry,
442149,450574,0,PUT,k14,elder,
442333,446772,7,PUT,k9,kiwi,
444475,450663,8,GET,k11,,ugli
446318,451146,3,PUT,k18,zucchini,
446346,451102,4,GET,k4,,ham
446836,454992,1,PUT,k17,ham,
447461,454030,5,DELETE,k5,,
449295,455028,2,GET,k7,,elder
450891,455983,0,GET,k6,,jam
451619,458396,3,GET,k20,,apple
455627,462283,1,GET,k1,,nectar
456732,465724,0,PUT,k12,elder,
457084,463420,2,GET,k3,,peach
460544,465595,3,DELETE,k2,,
460563,467928,4,PUT,k15,cherry,
461545,465874,5,DELETE,k10,,
461843,468312,6,GET,k16,,cherry
463014,468236,1,GET,k9,,kiwi
464326,468561,2,PUT,k8,cherry,
465684,472001,3,GET,k11,,ugli
466652,474119,0,GET,k19,,NotFound
466820,471559,5,GET,k13,,NotFound
467627,473056,7,DELETE,k14,,
469571,475837,1,PUT,k4,olive,
470304,478725,2,PUT,k18,kiwi,
470599,477141,4,GET,k17,,ham
472604,481570,3,GET,k5,,NotFound
473752,480429,5,PUT,k7,mango,
474789,483140,0,PUT,k6,ugli,
474926,482990,6,GET,k20,,apple
477741,483617,1,DELETE,k1,,
481885,490437,2,GET,k3,,peach
482309,490163,3,PUT,k10,ham,
483857,489829,0,GET,k12,,elder
484488,492991,1,PUT,k2,xigua,
485042,490166,4,PUT,k16,apple,
485824,493288,5,GET,k15,,cherry
487610,494272,6,PUT,k8,ugli,
487846,494335,7,PUT,k9,yam,
488956,493167,8,PUT,k14,peach,
489446,498254,9,GET,k11,,ugli
489791,493905,10,GET,k13,,NotFound
490029,496389,0,PUT,k19,date,
491198,495227,2,GET,k4,,olive
495923,503625,1,GET,k17,,ham
498038,502347,0,GET,k18,,kiwi
498193,505298,2,DELETE,k7,,
498879,505463,3,PUT,k1,cherry,
500759,505706,4,GET,k5,,NotFound
502065,509074,5,PUT,k20,date,
502718,511595,0,GET,k6,,ugli
507259,513630,1,GET,k16,,apple
508709,515065,2,PUT,k15,straw,
508905,517682,3,PUT,k12,elder,
509246,513367,4,PUT,k14,ice,
509343,515514,5,GET,k2,,xigua
509414,517036,6,DELETE,k10,,
509423,514691,7,GET,k3,,peach
510032,516065,8,PUT,k9,grape,
510761,518755,9,GET,k8,,ugli
511071,519466,10,GET,k13,,NotFound
512959,518030,0,PUT,k4,cherry,
513335,519802,11,GET,k19,,date
518004,526015,1,GET,k11,,ugli
518933,523399,0,GET,k17,,ham
520105,525178,2,GET,k18,,kiwi
522577,530030,3,PUT,k7,walnut,
523749,529942,0,GET,k1,,cherry
523861,532584,4,PUT,k5,xigua,
528327,534511,1,PUT,k20,xigua,
529194,536819,2,GET,k6,,ugli
531246,537676,0,PUT,k3,lemon,
531301,537250,3,GET,k14,,ice
531317,536299,5,PUT,k16,mango,
532035,540606,6,GET,k9,,grape
533854,539756,4,GET,k12,,elder
534314,539800,7,GET,k10,,NotFound
534836,543805,1,DELETE,k2,,
534983,541542,8,PUT,k15,kiwi,
535175,540498,9,GET,k4,,cherry
535478,543203,10,GET,k13,,NotFound
535492,542398,11,PUT,k8,jam,
535800,540191,12,PUT,k19,ice,
541419,547770,0,DELETE,k17,,
542232,549890,2,GET,k11,,ugli
545070,552156,1,PUT,k18,jam,
545484,551212,3,GET,k1,,cherry
547096,551766,4,GET,k7,,walnut
549141,555227,0,DELETE,k5,,
550187,557664,2,PUT,k20,elder,
551362,559436,3,GET,k16,,mango
554459,558938,1,GET,k3,,lemon
555954,563449,0,PUT,k6,quince,
557073,563725,4,GET,k14,,ice
557144,564583,5,GET,k19,,ice
558533,564613,2,PUT,k12,ice,
559015,567981,1,GET,k9,,grape
559117,567636,6,PUT,k4,straw,
559422,564270,7,GET,k15,,kiwi
559514,566302,3,DELETE,k8,,
559595,567165,8,PUT,k10,vanilla,
561222,567369,9,GET,k13,,NotFound
562271,568006,10,GET,k2,,NotFound
563398,568137,11,GET,k17,,NotFound
568419,573748,0,GET,k18,,jam
569302,577269,1,DELETE,k11,,
570590,578162,2,GET,k5,,NotFound
570618,574776,3,DELETE,k7,,
570858,577435,4,GET,k1,,cherry
573310,580837,5,GET,k20,,elder
577963,583402,0,GET,k16,,mango
578682,587123,1,GET,k3,,lemon
578854,584281,2,GET,k14,,ice
582937,590589,3,GET,k6,,quince
583327,587841,4,PUT,k19,nectar,
583377,589468,5,GET,k12,,ice
583592,592475,0,PUT,k8,date,
584004,592160,6,PUT,k15,jam,
586139,594733,2,DELETE,k4,,
586193,590940,7,PUT,k10,grape,
587157,594278,1,PUT,k13,zucchini,
587423,593070,8,GET,k2,,NotFound
587864,593712,4,PUT,k9,yam,
588003,596156,9,PUT,k17,yam,
590229,595585,5,DELETE,k18,,
593175,601434,0,PUT,k5,vanilla,
594176,602265,3,GET,k1,,cherry
594194,598620,4,PUT,k7,peach,
595096,601819,1,PUT,k11,apple,
599460,606574,2,GET,k16,,mango
600772,606250,4,PUT,k20,ugli,
601454,605883,0,DELETE,k14,,
602622,609191,1,GET,k3,,lemon
603749,611843,3,GET,k19,,nectar
604544,612355,5,PUT,k12,ugli,
606892,614780,0,DELETE,k6,,
608902,614169,2,GET,k15,,jam
609738,618291,1,PUT,k8,straw,
609790,616640,4,GET,k10,,grape
609812,614728,6,GET,k4,,NotFound
610623,617891,7,GET,k2,,NotFound
612321,617208,3,GET,k13,,zucchini
612992,620108,5,PUT,k9,jam,
614170,618527,2,GET,k18,,NotFound
614305,622095,8,GET,k17,,yam
616486,622322,0,GET,k7,,peach
620844,626458,1,GET,k5,,vanilla
621340,629791,2,DELETE,k11,,
621921,629369,3,GET,k14,,NotFound
625718,632124,0,GET,k20,,ugli
625936,631821,4,PUT,k16,yam,
629711,638188,1,GET,k12,,ugli
631731,640122,2,DELETE,k19,,
633119,638956,0,PUT,k15,date,
633374,641606,3,PUT,k8,lemon,
633466,639589,4,GET,k6,,NotFound
634123,641985,5,PUT,k13,tomato,
634985,641715,6,PUT,k10,ugli,
636892,643876,7,PUT,k18,elder,
637884,642213,8,GET,k7,,peach
638798,646424,1,GET,k9,,jam
641849,650389,0,PUT,k17,date,
647881,655611,1,PUT,k11,ham,
648678,653609,2,GET,k14,,NotFound
649755,654595,3,PUT,k20,olive,
650919,659496,0,DELETE,k16,,
654482,659087,2,GET,k12,,ugli
654842,661710,3,PUT,k15,date,
655256,663477,4,GET,k19,,NotFound
657190,665789,1,GET,k13,,tomato
658171,662872,5,GET,k8,,lemon
659345,664201,2,GET,k10,,ugli
660821,668459,0,GET,k18,,elder
665725,673409,2,PUT,k17,grape,
670250,676936,0,DELETE,k20,,
673247,678792,1,GET,k11,,ham
677397,681987,0,GET,k16,,NotFound
681266,688277,1,GET,k15,,date
683187,689168,0,GET,k19,,NotFound
685793,693470,2,GET,k18,,elder
693092,698634,0,GET,k17,,grape
694357,700867,1,GET,k20,,NotFound
